job_id	title	company	city	salary_low	salary_high	edu	exp	tags	category	company_tier	desc	publish_time
	UX设计师	网易	北京	6	11	本科	应届生	PRD文档;原型设计;产品设计;数据分析;需求分析	UI设计	头部大厂	"进行用户调研和需求分析
负责UX设计师的产品规划和设计
协调开发、设计、测试等团队资源

任职要求：
熟练使用Axure、Figma等设计工具
本科及以上学历
有相关行业产品经验者优先
应届生以上产品经理经验"	2026-02-19
	动效设计师	海尔	天津	10	16	本科	3-5年	3D Max;Sketch;Figma;Photoshop;Illustrator;After Effects	UI设计	大型企业	"制作设计稿和交互原型
与产品、开发团队协作
根据需求进行创意设计和视觉表现

任职要求：
具备良好的审美能力和创意思维
有优秀作品集者优先
本科及以上学历，设计相关专业优先
具备良好的沟通理解能力"	2026-02-11
	品牌经理	中兴通讯	长沙	7	12	本科	3-5年	渠道拓展;BD;营销策划;市场调研;媒介投放	市场推广	大型企业	"制定市场推广策略和计划
组织市场活动和品牌宣传
拓展市场渠道和合作伙伴

任职要求：
具备良好的商务谈判能力
有相关行业资源者优先
本科及以上学历
具备市场策划和执行能力"	2026-03-03
	架构师	大华股份	上海	11	18	硕士	不限	深度学习;高并发;Docker;JavaScript	后端开发	中型企业	"编写高质量、可维护的代码
参与技术方案评审，解决技术难题
参与需求分析、系统设计、编码实现和测试

任职要求：
具备良好的编程基础和算法能力
熟悉相关技术栈和开发工具
具备良好的沟通能力和团队协作精神
硕士及以上学历，计算机相关专业优先"	2026-02-14
	销售经理	宁德时代	郑州	3	5	不限	应届生	品牌推广;BD;市场调研;公关	市场推广	中型企业	"组织市场活动和品牌宣传
拓展市场渠道和合作伙伴
分析市场动态和竞争对手

任职要求：
不限及以上学历
应届生以上市场推广经验
熟悉各类营销渠道和推广方式
具备良好的商务谈判能力"	2026-02-18
	财务专员	哔哩哔哩	重庆	13	22	硕士	5-10年	绩效考核;培训;组织管理;Excel	职能管理	头部大厂	"整理和归档相关文件资料
协助部门完成日常管理工作
协调各部门之间的沟通

任职要求：
具备良好的沟通协调能力
熟练使用办公软件
硕士及以上学历
5-10年以上相关工作经验"	2026-03-04
	销售经理	哔哩哔哩	西安	14	24	本科	5-10年	营销策划;渠道拓展;市场调研	市场推广	头部大厂	"制定市场推广策略和计划
拓展市场渠道和合作伙伴
组织市场活动和品牌宣传

任职要求：
有相关行业资源者优先
5-10年以上市场推广经验
熟悉各类营销渠道和推广方式
本科及以上学历"	2026-02-22
	法务专员	格力	武汉	4	7	本科	不限	Excel;薪酬管理;沟通协调;培训;组织管理;绩效考核	职能管理	大型企业	"协调各部门之间的沟通
负责法务专员相关工作
完成上级交办的其他任务

任职要求：
有相关行业经验者优先
工作认真负责，细致耐心
具备良好的沟通协调能力
熟练使用办公软件"	2026-02-26
	销售经理	比亚迪	郑州	12	20	本科	5-10年	品牌推广;BD;市场调研;渠道拓展	市场推广	中型企业	"分析市场动态和竞争对手
拓展市场渠道和合作伙伴
负责销售经理相关的市场推广工作

任职要求：
有相关行业资源者优先
5-10年以上市场推广经验
具备良好的商务谈判能力
本科及以上学历"	2026-02-18
	市场经理	中通	成都	5	8	本科	不限	公关;营销策划;渠道拓展;BD;品牌推广	市场推广	中型企业	"分析市场动态和竞争对手
制定市场推广策略和计划
组织市场活动和品牌宣传

任职要求：
具备良好的商务谈判能力
有相关行业资源者优先
不限以上市场推广经验
本科及以上学历"	2026-02-26
	内容运营	快手	广州	6	11	大专	1-3年	SEM;用户增长;数据分析;新媒体;内容策划;SEO	运营	头部大厂	"策划和执行线上线下活动
维护用户关系，提升用户活跃度
制定运营策略和执行计划

任职要求：
熟悉新媒体运营和内容策划
大专及以上学历
有成功运营案例者优先
具备数据分析能力和运营思维"	2026-02-16
	后端开发工程师	比亚迪	深圳	11	18	硕士	应届生	Hadoop;深度学习;MongoDB;Kubernetes;Redis;Scikit-learn	后端开发	中型企业	"参与需求分析、系统设计、编码实现和测试
编写高质量、可维护的代码
持续优化系统性能和用户体验

任职要求：
熟悉相关技术栈和开发工具
硕士及以上学历，计算机相关专业优先
应届生以上相关工作经验
具备良好的沟通能力和团队协作精神"	2026-03-06
	用户运营	优酷	南京	16	26	本科	10年以上	SEO;用户增长;内容策划;活动策划	运营	中型企业	"制定运营策略和执行计划
维护用户关系，提升用户活跃度
负责用户运营相关的运营工作

任职要求：
具备良好的文案写作能力
具备数据分析能力和运营思维
熟悉新媒体运营和内容策划
本科及以上学历"	2026-03-03
	市场经理	携程	西安	4	7	大专	1-3年	BD;品牌推广;营销策划;公关;媒介投放	市场推广	头部大厂	"组织市场活动和品牌宣传
拓展市场渠道和合作伙伴
分析市场动态和竞争对手

任职要求：
大专及以上学历
有相关行业资源者优先
熟悉各类营销渠道和推广方式
具备良好的商务谈判能力"	2026-02-26
	产品经理	海康威视	北京	19	32	大专	5-10年	原型设计;数据分析;需求分析;Figma;PRD文档;用户研究	产品经理	中型企业	"编写产品需求文档（PRD）
跟踪产品上线后的数据表现
负责产品经理的产品规划和设计

任职要求：
具备良好的产品思维和用户洞察力
大专及以上学历
有相关行业产品经验者优先
5-10年以上产品经理经验"	2026-02-15
	交互设计	阿里巴巴	上海	6	10	大专	不限	Illustrator;Photoshop;Figma;3D Max;C4D;Sketch	UI设计	头部大厂	"负责交互设计相关的设计工作
根据需求进行创意设计和视觉表现
与产品、开发团队协作

任职要求：
大专及以上学历，设计相关专业优先
具备良好的审美能力和创意思维
熟练使用设计软件和工具
具备良好的沟通理解能力"	2026-03-06
	3D设计师	滴滴	成都	20	33	本科	10年以上	Adobe XD;Sketch;Photoshop;3D Max	UI设计	头部大厂	"与产品、开发团队协作
持续优化设计质量和用户体验
制作设计稿和交互原型

任职要求：
熟练使用设计软件和工具
具备良好的沟通理解能力
具备良好的审美能力和创意思维
10年以上以上设计经验"	2026-02-19
	品牌经理	爱奇艺	北京	8	13	本科	不限	公关;营销策划;渠道拓展;品牌推广	市场推广	中型企业	"组织市场活动和品牌宣传
负责品牌经理相关的市场推广工作
分析市场动态和竞争对手

任职要求：
有相关行业资源者优先
本科及以上学历
熟悉各类营销渠道和推广方式
具备良好的商务谈判能力"	2026-02-15
	产品总监	腾讯	天津	7	11	大专	3-5年	需求分析;原型设计;Figma;数据分析;PRD文档;产品设计	产品经理	头部大厂	"进行用户调研和需求分析
负责产品总监的产品规划和设计
跟踪产品上线后的数据表现

任职要求：
大专及以上学历
具备良好的产品思维和用户洞察力
熟练使用Axure、Figma等设计工具
具备优秀的沟通协调能力"	2026-02-10
	行政助理	大疆创新	上海	19	31	本科	10年以上	绩效考核;培训;招聘;沟通协调;PPT	职能管理	大型企业	"整理和归档相关文件资料
协助部门完成日常管理工作
负责行政助理相关工作

任职要求：
工作认真负责，细致耐心
有相关行业经验者优先
具备良好的沟通协调能力
本科及以上学历"	2026-03-03
	Python开发工程师	大华股份	郑州	13	21	本科	5-10年	高并发;MongoDB;数据结构	后端开发	中型企业	"负责Python开发工程师相关的系统设计和开发工作
参与技术方案评审，解决技术难题
编写高质量、可维护的代码

任职要求：
5-10年以上相关工作经验
有大型项目经验者优先
具备良好的编程基础和算法能力
熟悉相关技术栈和开发工具"	2026-02-05
	运营经理	快手	北京	6	9	本科	不限	SEM;数据分析;社群运营;活动策划	运营	头部大厂	"制定运营策略和执行计划
维护用户关系，提升用户活跃度
分析运营数据，优化运营效果

任职要求：
不限以上运营经验
具备良好的文案写作能力
具备数据分析能力和运营思维
有成功运营案例者优先"	2026-03-05
	品牌经理	中通	杭州	20	32	本科	10年以上	营销策划;渠道拓展;BD;公关	市场推广	中型企业	"分析市场动态和竞争对手
负责品牌经理相关的市场推广工作
组织市场活动和品牌宣传

任职要求：
10年以上以上市场推广经验
本科及以上学历
熟悉各类营销渠道和推广方式
具备市场策划和执行能力"	2026-02-26
	BD经理	字节跳动	广州	27	44	本科	10年以上	公关;品牌推广;营销策划	市场推广	头部大厂	"分析市场动态和竞争对手
组织市场活动和品牌宣传
拓展市场渠道和合作伙伴

任职要求：
本科及以上学历
具备市场策划和执行能力
有相关行业资源者优先
10年以上以上市场推广经验"	2026-03-03
	公关经理	百度	深圳	4	7	大专	应届生	公关;媒介投放;BD;市场调研;营销策划	市场推广	头部大厂	"负责公关经理相关的市场推广工作
分析市场动态和竞争对手
制定市场推广策略和计划

任职要求：
大专及以上学历
熟悉各类营销渠道和推广方式
具备市场策划和执行能力
具备良好的商务谈判能力"	2026-03-06
	新媒体运营	格力	武汉	4	7	不限	不限	新媒体;SEM;活动策划;用户增长;SEO;社群运营	运营	大型企业	"分析运营数据，优化运营效果
策划和执行线上线下活动
制定运营策略和执行计划

任职要求：
熟悉新媒体运营和内容策划
不限及以上学历
有成功运营案例者优先
具备良好的文案写作能力"	2026-02-27
	DevOps工程师	滴滴	杭州	27	45	博士	3-5年	深度学习;Java;Spring Boot	运维工程师	头部大厂	"参与技术方案评审，解决技术难题
参与需求分析、系统设计、编码实现和测试
编写高质量、可维护的代码

任职要求：
有大型项目经验者优先
3-5年以上相关工作经验
具备良好的编程基础和算法能力
博士及以上学历，计算机相关专业优先"	2026-02-09
	财务专员	中通	北京	11	19	硕士	1-3年	沟通协调;招聘;培训	职能管理	中型企业	"协调各部门之间的沟通
整理和归档相关文件资料
协助部门完成日常管理工作

任职要求：
熟练使用办公软件
具备良好的沟通协调能力
1-3年以上相关工作经验
工作认真负责，细致耐心"	2026-02-05
	用户运营	滴滴	青岛	4	7	大专	1-3年	SEM;社群运营;内容策划;活动策划;数据分析;新媒体	运营	头部大厂	"分析运营数据，优化运营效果
负责用户运营相关的运营工作
策划和执行线上线下活动

任职要求：
具备数据分析能力和运营思维
1-3年以上运营经验
熟悉新媒体运营和内容策划
具备良好的文案写作能力"	2026-02-06
	视觉设计	阿里巴巴	长沙	5	9	不限	1-3年	Figma;Adobe XD;Sketch;Illustrator;After Effects	UI设计	头部大厂	"负责视觉设计相关的设计工作
制作设计稿和交互原型
持续优化设计质量和用户体验

任职要求：
1-3年以上设计经验
具备良好的沟通理解能力
熟练使用设计软件和工具
不限及以上学历，设计相关专业优先"	2026-02-25
	用户运营	当当网	长沙	11	19	不限	5-10年	SEM;用户增长;新媒体;活动策划;社群运营	运营	中型企业	"负责用户运营相关的运营工作
分析运营数据，优化运营效果
策划和执行线上线下活动

任职要求：
具备良好的文案写作能力
不限及以上学历
熟悉新媒体运营和内容策划
5-10年以上运营经验"	2026-02-17
	数据运营	顺丰	长沙	17	28	博士	3-5年	SEO;内容策划;SEM;用户增长	运营	中型企业	"分析运营数据，优化运营效果
负责数据运营相关的运营工作
制定运营策略和执行计划

任职要求：
熟悉新媒体运营和内容策划
3-5年以上运营经验
有成功运营案例者优先
具备数据分析能力和运营思维"	2026-02-06
	动效设计师	小米	重庆	6	11	大专	3-5年	C4D;Adobe XD;3D Max;Sketch;Illustrator	UI设计	头部大厂	"负责动效设计师相关的设计工作
与产品、开发团队协作
制作设计稿和交互原型

任职要求：
3-5年以上设计经验
大专及以上学历，设计相关专业优先
熟练使用设计软件和工具
具备良好的审美能力和创意思维"	2026-02-20
	媒介专员	平安科技	苏州	13	22	大专	5-10年	市场调研;媒介投放;营销策划;公关	市场推广	中型企业	"负责媒介专员相关的市场推广工作
分析市场动态和竞争对手
组织市场活动和品牌宣传

任职要求：
具备市场策划和执行能力
具备良好的商务谈判能力
有相关行业资源者优先
5-10年以上市场推广经验"	2026-02-17
	用户研究	快手	成都	10	17	博士	不限	需求分析;PRD文档;Axure;Figma	运营	头部大厂	"跟踪产品上线后的数据表现
编写产品需求文档（PRD）
协调开发、设计、测试等团队资源

任职要求：
不限以上产品经理经验
具备良好的产品思维和用户洞察力
博士及以上学历
具备优秀的沟通协调能力"	2026-02-06
	交互设计	大疆创新	上海	11	18	硕士	不限	After Effects;3D Max;Illustrator;Photoshop	UI设计	中型企业	"制作设计稿和交互原型
根据需求进行创意设计和视觉表现
与产品、开发团队协作

任职要求：
熟练使用设计软件和工具
不限以上设计经验
硕士及以上学历，设计相关专业优先
具备良好的审美能力和创意思维"	2026-02-24
	市场专员	360	南京	10	17	大专	5-10年	公关;渠道拓展;营销策划	市场推广	头部大厂	"负责市场专员相关的市场推广工作
分析市场动态和竞争对手
组织市场活动和品牌宣传

任职要求：
有相关行业资源者优先
具备市场策划和执行能力
大专及以上学历
5-10年以上市场推广经验"	2026-02-23
	UX设计师	大华股份	郑州	3	5	大专	应届生	PRD文档;需求分析;Figma;Axure;数据分析;产品设计	UI设计	中型企业	"跟踪产品上线后的数据表现
编写产品需求文档（PRD）
协调开发、设计、测试等团队资源

任职要求：
具备良好的产品思维和用户洞察力
应届生以上产品经理经验
熟练使用Axure、Figma等设计工具
大专及以上学历"	2026-02-11
	会计	旷视科技	苏州	5	9	不限	1-3年	薪酬管理;沟通协调;组织管理;PPT;绩效考核;培训	职能管理	中型企业	"协调各部门之间的沟通
整理和归档相关文件资料
完成上级交办的其他任务

任职要求：
熟练使用办公软件
工作认真负责，细致耐心
1-3年以上相关工作经验
具备良好的沟通协调能力"	2026-02-19
	财务专员	网易	广州	4	8	不限	不限	沟通协调;PPT;薪酬管理	职能管理	头部大厂	"协调各部门之间的沟通
负责财务专员相关工作
整理和归档相关文件资料

任职要求：
具备良好的沟通协调能力
不限以上相关工作经验
熟练使用办公软件
不限及以上学历"	2026-02-10
	UI设计师	快手	北京	9	14	硕士	应届生	产品设计;原型设计;PRD文档	UI设计	头部大厂	"进行用户调研和需求分析
负责UI设计师的产品规划和设计
跟踪产品上线后的数据表现

任职要求：
有相关行业产品经验者优先
熟练使用Axure、Figma等设计工具
具备优秀的沟通协调能力
应届生以上产品经理经验"	2026-02-23
	数据工程师	顺丰	上海	27	44	本科	5-10年	Git;Linux;Spring Boot	后端开发	大型企业	"编写高质量、可维护的代码
负责数据工程师相关的系统设计和开发工作
参与需求分析、系统设计、编码实现和测试

任职要求：
具备良好的编程基础和算法能力
5-10年以上相关工作经验
熟悉相关技术栈和开发工具
本科及以上学历，计算机相关专业优先"	2026-02-16
	交互设计	海康威视	西安	11	19	大专	5-10年	原型设计;数据分析;Axure;产品设计	UI设计	中型企业	"进行用户调研和需求分析
编写产品需求文档（PRD）
跟踪产品上线后的数据表现

任职要求：
5-10年以上产品经理经验
大专及以上学历
熟练使用Axure、Figma等设计工具
具备良好的产品思维和用户洞察力"	2026-02-27
	交互设计	华为	武汉	16	26	硕士	5-10年	Adobe XD;Figma;C4D	UI设计	头部大厂	"持续优化设计质量和用户体验
根据需求进行创意设计和视觉表现
制作设计稿和交互原型

任职要求：
硕士及以上学历，设计相关专业优先
5-10年以上设计经验
熟练使用设计软件和工具
具备良好的审美能力和创意思维"	2026-03-06
	活动运营	拼多多	长沙	5	8	硕士	应届生	社群运营;内容策划;新媒体;SEM	运营	头部大厂	"策划和执行线上线下活动
制定运营策略和执行计划
负责活动运营相关的运营工作

任职要求：
应届生以上运营经验
有成功运营案例者优先
硕士及以上学历
具备数据分析能力和运营思维"	2026-02-21
	品牌经理	新浪	杭州	9	15	大专	3-5年	市场调研;渠道拓展;品牌推广;媒介投放;公关	市场推广	头部大厂	"拓展市场渠道和合作伙伴
制定市场推广策略和计划
组织市场活动和品牌宣传

任职要求：
3-5年以上市场推广经验
有相关行业资源者优先
熟悉各类营销渠道和推广方式
大专及以上学历"	2026-02-20
	用户运营	比亚迪	青岛	5	8	大专	1-3年	活动策划;用户增长;内容策划;SEO;SEM;社群运营	运营	中型企业	"维护用户关系，提升用户活跃度
策划和执行线上线下活动
制定运营策略和执行计划

任职要求：
具备数据分析能力和运营思维
有成功运营案例者优先
具备良好的文案写作能力
大专及以上学历"	2026-02-21
	数据工程师	旷视科技	北京	13	22	硕士	不限	Spark;Vue;PyTorch;Docker;Python	前端开发	中型企业	"持续优化系统性能和用户体验
参与技术方案评审，解决技术难题
编写高质量、可维护的代码

任职要求：
熟悉相关技术栈和开发工具
具备良好的编程基础和算法能力
具备良好的沟通能力和团队协作精神
硕士及以上学历，计算机相关专业优先"	2026-03-02
	UX设计	大华股份	郑州	17	29	不限	10年以上	C4D;Adobe XD;Illustrator;Figma;3D Max	UI设计	大型企业	"制作设计稿和交互原型
与产品、开发团队协作
负责UX设计相关的设计工作

任职要求：
不限及以上学历，设计相关专业优先
熟练使用设计软件和工具
10年以上以上设计经验
具备良好的沟通理解能力"	2026-02-13
	数据工程师	旷视科技	长沙	11	18	不限	5-10年	Jenkins;大数据;机器学习;MySQL	数据分析	中型企业	"持续优化系统性能和用户体验
编写高质量、可维护的代码
负责数据工程师相关的系统设计和开发工作

任职要求：
不限及以上学历，计算机相关专业优先
5-10年以上相关工作经验
熟悉相关技术栈和开发工具
有大型项目经验者优先"	2026-02-26
	人力资源	美的	天津	8	14	大专	10年以上	薪酬管理;绩效考核;组织管理	职能管理	中型企业	"负责人力资源相关工作
协调各部门之间的沟通
协助部门完成日常管理工作

任职要求：
有相关行业经验者优先
熟练使用办公软件
大专及以上学历
10年以上以上相关工作经验"	2026-03-02
	UX设计师	360	深圳	7	12	本科	不限	产品设计;PRD文档;原型设计	UI设计	头部大厂	"跟踪产品上线后的数据表现
负责UX设计师的产品规划和设计
协调开发、设计、测试等团队资源

任职要求：
具备优秀的沟通协调能力
熟练使用Axure、Figma等设计工具
本科及以上学历
具备良好的产品思维和用户洞察力"	2026-02-17
	UX设计	中兴通讯	青岛	8	13	硕士	1-3年	Sketch;Figma;Adobe XD	UI设计	中型企业	"负责UX设计相关的设计工作
与产品、开发团队协作
制作设计稿和交互原型

任职要求：
1-3年以上设计经验
硕士及以上学历，设计相关专业优先
具备良好的沟通理解能力
具备良好的审美能力和创意思维"	2026-02-07
	动效设计师	蚂蚁集团	苏州	4	7	不限	应届生	Illustrator;Sketch;Photoshop	UI设计	头部大厂	"根据需求进行创意设计和视觉表现
持续优化设计质量和用户体验
与产品、开发团队协作

任职要求：
有优秀作品集者优先
不限及以上学历，设计相关专业优先
具备良好的审美能力和创意思维
具备良好的沟通理解能力"	2026-02-17
	算法工程师	比亚迪	武汉	13	22	本科	3-5年	Scikit-learn;Vue;Spark	前端开发	大型企业	"负责算法工程师相关的系统设计和开发工作
参与需求分析、系统设计、编码实现和测试
持续优化系统性能和用户体验

任职要求：
本科及以上学历，计算机相关专业优先
熟悉相关技术栈和开发工具
具备良好的沟通能力和团队协作精神
具备良好的编程基础和算法能力"	2026-02-25
	人力资源	中兴通讯	深圳	17	28	硕士	5-10年	培训;组织管理;PPT;绩效考核	职能管理	中型企业	"完成上级交办的其他任务
协助部门完成日常管理工作
协调各部门之间的沟通

任职要求：
5-10年以上相关工作经验
硕士及以上学历
熟练使用办公软件
有相关行业经验者优先"	2026-02-15
	用户运营	京东	青岛	19	31	硕士	10年以上	数据分析;内容策划;用户增长	运营	头部大厂	"制定运营策略和执行计划
负责用户运营相关的运营工作
分析运营数据，优化运营效果

任职要求：
具备数据分析能力和运营思维
熟悉新媒体运营和内容策划
有成功运营案例者优先
10年以上以上运营经验"	2026-02-04
	DevOps工程师	美的	武汉	23	38	博士	3-5年	Java;Redis;TensorFlow;PyTorch	运维工程师	中型企业	"编写高质量、可维护的代码
负责DevOps工程师相关的系统设计和开发工作
参与需求分析、系统设计、编码实现和测试

任职要求：
3-5年以上相关工作经验
具备良好的沟通能力和团队协作精神
熟悉相关技术栈和开发工具
有大型项目经验者优先"	2026-02-14
	运营专员	顺丰	西安	10	16	博士	1-3年	数据分析;SEO;用户增长;内容策划	运营	中型企业	"策划和执行线上线下活动
制定运营策略和执行计划
维护用户关系，提升用户活跃度

任职要求：
有成功运营案例者优先
具备良好的文案写作能力
熟悉新媒体运营和内容策划
1-3年以上运营经验"	2026-02-26
	技术总监	旷视科技	广州	16	26	不限	3-5年	深度学习;Kubernetes;TypeScript;机器学习;算法	后端开发	中型企业	"负责技术总监相关的系统设计和开发工作
编写高质量、可维护的代码
参与技术方案评审，解决技术难题

任职要求：
3-5年以上相关工作经验
具备良好的沟通能力和团队协作精神
有大型项目经验者优先
熟悉相关技术栈和开发工具"	2026-02-06
	新媒体运营	海尔	天津	6	10	硕士	1-3年	用户增长;社群运营;SEM;内容策划;活动策划	运营	中型企业	"维护用户关系，提升用户活跃度
策划和执行线上线下活动
制定运营策略和执行计划

任职要求：
熟悉新媒体运营和内容策划
具备良好的文案写作能力
1-3年以上运营经验
硕士及以上学历"	2026-02-23
	用户研究	搜狐	武汉	7	11	本科	1-3年	需求分析;数据分析;PRD文档;Axure	运营	头部大厂	"编写产品需求文档（PRD）
进行用户调研和需求分析
协调开发、设计、测试等团队资源

任职要求：
本科及以上学历
具备优秀的沟通协调能力
1-3年以上产品经理经验
具备良好的产品思维和用户洞察力"	2026-02-11
	销售经理	华为	西安	4	6	大专	1-3年	营销策划;媒介投放;渠道拓展	市场推广	头部大厂	"负责销售经理相关的市场推广工作
分析市场动态和竞争对手
制定市场推广策略和计划

任职要求：
1-3年以上市场推广经验
具备良好的商务谈判能力
具备市场策划和执行能力
有相关行业资源者优先"	2026-02-07
	BD经理	爱奇艺	长沙	6	11	不限	3-5年	渠道拓展;市场调研;公关;品牌推广;BD	市场推广	中型企业	"拓展市场渠道和合作伙伴
制定市场推广策略和计划
分析市场动态和竞争对手

任职要求：
不限及以上学历
有相关行业资源者优先
3-5年以上市场推广经验
具备良好的商务谈判能力"	2026-02-04
	架构师	大华股份	西安	12	20	博士	不限	大数据;Linux;Scikit-learn	后端开发	中型企业	"参与技术方案评审，解决技术难题
编写高质量、可维护的代码
参与需求分析、系统设计、编码实现和测试

任职要求：
熟悉相关技术栈和开发工具
不限以上相关工作经验
博士及以上学历，计算机相关专业优先
具备良好的编程基础和算法能力"	2026-02-05
	全栈开发工程师	格力	北京	9	15	不限	1-3年	高并发;深度学习;Vue;Kubernetes;Java;微服务	前端开发	中型企业	"负责全栈开发工程师相关的系统设计和开发工作
参与技术方案评审，解决技术难题
参与需求分析、系统设计、编码实现和测试

任职要求：
有大型项目经验者优先
熟悉相关技术栈和开发工具
具备良好的编程基础和算法能力
具备良好的沟通能力和团队协作精神"	2026-02-27
	产品总监	新浪	成都	20	33	本科	10年以上	Figma;需求分析;原型设计;Axure	产品经理	头部大厂	"协调开发、设计、测试等团队资源
跟踪产品上线后的数据表现
负责产品总监的产品规划和设计

任职要求：
熟练使用Axure、Figma等设计工具
有相关行业产品经验者优先
具备良好的产品思维和用户洞察力
10年以上以上产品经理经验"	2026-02-20
	测试工程师	商汤科技	长沙	17	28	不限	10年以上	Hadoop;Redis;机器学习	测试开发	中型企业	"编写高质量、可维护的代码
参与技术方案评审，解决技术难题
负责测试工程师相关的系统设计和开发工作

任职要求：
10年以上以上相关工作经验
熟悉相关技术栈和开发工具
有大型项目经验者优先
具备良好的编程基础和算法能力"	2026-02-27
	UI设计	拼多多	西安	8	13	不限	3-5年	3D Max;After Effects;C4D;Adobe XD;Illustrator;Figma	UI设计	头部大厂	"持续优化设计质量和用户体验
制作设计稿和交互原型
根据需求进行创意设计和视觉表现

任职要求：
熟练使用设计软件和工具
不限及以上学历，设计相关专业优先
有优秀作品集者优先
具备良好的审美能力和创意思维"	2026-02-12
	交互设计	百度	成都	8	14	本科	1-3年	数据分析;产品设计;Axure;用户研究;原型设计	UI设计	头部大厂	"协调开发、设计、测试等团队资源
跟踪产品上线后的数据表现
编写产品需求文档（PRD）

任职要求：
熟练使用Axure、Figma等设计工具
具备优秀的沟通协调能力
本科及以上学历
具备良好的产品思维和用户洞察力"	2026-02-10
	市场经理	美团	重庆	7	11	博士	不限	BD;渠道拓展;公关;营销策划;媒介投放	市场推广	头部大厂	"制定市场推广策略和计划
负责市场经理相关的市场推广工作
组织市场活动和品牌宣传

任职要求：
有相关行业资源者优先
具备良好的商务谈判能力
具备市场策划和执行能力
熟悉各类营销渠道和推广方式"	2026-02-20
	活动运营	爱奇艺	北京	21	34	大专	10年以上	SEM;社群运营;活动策划;用户增长;新媒体;数据分析	运营	中型企业	"制定运营策略和执行计划
策划和执行线上线下活动
维护用户关系，提升用户活跃度

任职要求：
具备数据分析能力和运营思维
具备良好的文案写作能力
熟悉新媒体运营和内容策划
有成功运营案例者优先"	2026-02-20
	媒介专员	腾讯	天津	7	12	本科	1-3年	品牌推广;营销策划;渠道拓展	市场推广	头部大厂	"拓展市场渠道和合作伙伴
制定市场推广策略和计划
分析市场动态和竞争对手

任职要求：
熟悉各类营销渠道和推广方式
有相关行业资源者优先
本科及以上学历
1-3年以上市场推广经验"	2026-03-01
	品牌经理	360	苏州	6	11	硕士	应届生	媒介投放;品牌推广;渠道拓展;BD;营销策划;市场调研	市场推广	头部大厂	"拓展市场渠道和合作伙伴
组织市场活动和品牌宣传
负责品牌经理相关的市场推广工作

任职要求：
具备市场策划和执行能力
应届生以上市场推广经验
具备良好的商务谈判能力
熟悉各类营销渠道和推广方式"	2026-02-07
	UI设计	华为	武汉	8	14	硕士	不限	Photoshop;Sketch;After Effects;Figma	UI设计	头部大厂	"负责UI设计相关的设计工作
与产品、开发团队协作
持续优化设计质量和用户体验

任职要求：
有优秀作品集者优先
具备良好的审美能力和创意思维
硕士及以上学历，设计相关专业优先
熟练使用设计软件和工具"	2026-02-14
	产品助理	旷视科技	广州	28	46	博士	5-10年	PRD文档;Axure;需求分析;原型设计;用户研究;数据分析	产品经理	大型企业	"编写产品需求文档（PRD）
协调开发、设计、测试等团队资源
进行用户调研和需求分析

任职要求：
博士及以上学历
5-10年以上产品经理经验
有相关行业产品经验者优先
熟练使用Axure、Figma等设计工具"	2026-02-25
	全栈开发工程师	京东	北京	43	70	博士	5-10年	Spark;微服务;Linux	数据分析	头部大厂	"负责全栈开发工程师相关的系统设计和开发工作
持续优化系统性能和用户体验
参与需求分析、系统设计、编码实现和测试

任职要求：
具备良好的编程基础和算法能力
熟悉相关技术栈和开发工具
具备良好的沟通能力和团队协作精神
有大型项目经验者优先"	2026-02-21
	市场经理	小米	长沙	9	14	大专	5-10年	公关;媒介投放;渠道拓展;市场调研	市场推广	头部大厂	"负责市场经理相关的市场推广工作
制定市场推广策略和计划
分析市场动态和竞争对手

任职要求：
具备市场策划和执行能力
5-10年以上市场推广经验
熟悉各类营销渠道和推广方式
有相关行业资源者优先"	2026-02-23
	UI设计	携程	重庆	26	42	博士	5-10年	Illustrator;3D Max;Photoshop;Figma;After Effects;Sketch	UI设计	头部大厂	"根据需求进行创意设计和视觉表现
制作设计稿和交互原型
持续优化设计质量和用户体验

任职要求：
熟练使用设计软件和工具
具备良好的审美能力和创意思维
有优秀作品集者优先
具备良好的沟通理解能力"	2026-02-13
	市场专员	携程	杭州	8	13	不限	不限	品牌推广;BD;媒介投放;市场调研	市场推广	头部大厂	"组织市场活动和品牌宣传
拓展市场渠道和合作伙伴
制定市场推广策略和计划

任职要求：
有相关行业资源者优先
具备市场策划和执行能力
具备良好的商务谈判能力
不限及以上学历"	2026-02-16
	测试工程师	云从科技	苏州	22	36	硕士	5-10年	Scikit-learn;Kubernetes;Spring Boot	测试开发	中型企业	"参与技术方案评审，解决技术难题
参与需求分析、系统设计、编码实现和测试
编写高质量、可维护的代码

任职要求：
硕士及以上学历，计算机相关专业优先
有大型项目经验者优先
具备良好的编程基础和算法能力
熟悉相关技术栈和开发工具"	2026-03-04
	媒介专员	格力	南京	9	15	大专	3-5年	渠道拓展;营销策划;公关;市场调研	市场推广	中型企业	"组织市场活动和品牌宣传
制定市场推广策略和计划
拓展市场渠道和合作伙伴

任职要求：
熟悉各类营销渠道和推广方式
具备市场策划和执行能力
3-5年以上市场推广经验
有相关行业资源者优先"	2026-02-05
